TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time
17856000	539.31	111	1217	16324.4
17888000	465.47	108	1021	16353.67
17920000	426.79	105	1218	16383.46
17952000	458.06	105	1197	16412.93
17984000	445.83	113	1207	16442.34
18016000	428.98	108	1213	16471.52
18048000	464.25	111	1005	16501.74
18080000	440.25	111	1027	16532.05
18112000	457.75	111	1031	16561.05
18144000	445.46	105	883	16591.1
18176000	472.22	111	1080	16621.43
18208000	465.94	111	868	16650.25
18240000	426.59	111	1045	16680.48
18272000	464.32	113	1208	16707.25
18304000	480.85	108	981	16736.49
18336000	440.8	111	1181	16767.42
18368000	468.71	113	1113	16796.33
18400000	463.7	111	1021	16826.84
18432000	454.31	108	1042	16856.35
18464000	418.03	111	1078	16886.13
18496000	442.75	108	1147	16918.01
18528000	447.16	111	849	16949.44
18560000	446.15	108	1215	16981.71
18592000	442.63	111	1031	17013.33
18624000	441.24	111	1013	17044.09
18656000	457.19	111	1034	17074.21
18688000	410.23	111	1008	17103.54
18720000	467.62	105	1076	17131.86
18752000	437.74	111	1210	17161.63
18784000	476.89	111	1227	17191.55
18816000	429.36	111	1096	17218.29
18848000	457.17	108	1205	17246.75
18880000	370.7	111	1083	17277.23
18912000	463.64	105	1072	17307.12
18944000	435.7	111	1028	17337.13
18976000	496.21	111	1768	17367.3
19008000	443.51	108	964	17397.67
19040000	430.3	108	1160	17428.69
19072000	444.11	108	1205	17458.33
19104000	451.37	108	1029	17488.17
19136000	438.42	113	1006	17517.46
19168000	432.8	105	1085	17546.69
19200000	406.67	105	1015	17576.01
19232000	464.18	111	1210	17605.51
19264000	489.69	108	1408	17633.86
19296000	430.68	105	2119	17662.85
19328000	412.64	108	1204	17692.48
19360000	438.77	113	1006	17717.43
19392000	448.39	105	1442	17746.09
19424000	438.5	108	1075	17775.78
19456000	421.39	111	1012	17804.43
19488000	412.55	105	1434	17834.23
19520000	452.91	111	846	17864.03
19552000	403.09	108	967	17892.77
19584000	465.9	111	1644	17920.67
19616000	471.22	111	1025	17949.63
19648000	460.91	108	873	17978.58
19680000	478.33	108	1092	18007.94
19712000	472.1	108	1078	18038.33
19744000	465.33	108	1016	18068.05
19776000	462.27	108	1721	18097.59
19808000	502.05	111	1028	18127.03
19840000	453.5	111	1021	18157.59
19872000	463.35	111	1082	18187.46
19904000	449.6	108	1214	18212.69
19936000	447.66	105	1022	18241.33
19968000	459.52	111	1211	18271.09
20000000	468.87	111	1198	18300.26
