TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
5024000	1441.59	120	2417	11885.2	60.23654	3.6096287	70.53339	47.883846	7.907549	10.467535	69.32635	0.6889038
5056000	1307.31	412	2349	11960.4	59.604664	3.6559968	71.02547	46.141235	8.071783	13.252096	133.9592	0.6243667
5088000	1283.83	120	2195	12036.06	60.859848	3.5386612	71.35641	49.412907	8.554243	10.930068	86.119125	0.87026584
5120000	1324.31	120	2294	12111.67	61.655117	3.5646944	76.26323	46.864906	7.863365	10.701067	105.62785	0.7875909
5152000	1368.51	120	2414	12186.74	60.58983	3.6894064	72.01018	48.147587	7.356391	11.384345	126.438805	0.7960398
5184000	1367.06	523	2420	12262.28	58.695972	3.7974246	69.282265	46.18699	5.96813	9.532558	98.37543	0.6004758
5216000	1476.23	400	2420	12337.55	56.689823	4.196307	68.86221	40.486225	6.2156105	9.753402	81.84949	0.6194602
5248000	1692.18	400	2414	12412.82	50.9675	4.5455537	63.53494	35.97329	5.6327596	9.074351	58.513496	0.6507657
5280000	1457.52	27	2412	12487.87	46.44863	4.5755844	60.60228	33.912876	5.804782	8.249865	68.24309	0.8105731
5312000	1479.92	120	2340	12564.31	43.8636	4.7006907	58.80004	28.662464	6.3102856	8.390733	102.14082	0.8343907
5344000	1517.76	120	2756	12640.65	48.123016	4.8487024	62.84537	30.834042	7.5085506	11.164555	123.08641	0.96594757
5376000	1636.16	393	2338	12716.14	50.02768	4.4284205	63.126694	34.966606	8.026079	12.720154	138.82332	1.097944
5408000	1271.4	120	2219	12791.59	50.884632	4.368251	64.242966	37.677296	7.030577	10.301931	100.0981	0.7857162
5440000	1234.98	120	2348	12867.03	48.90056	4.7136416	63.668434	34.1025	5.8614717	8.523113	102.87203	0.7708863
5472000	1717.47	120	2348	12942.09	46.540318	4.8110766	61.24466	31.555325	4.520806	6.725474	95.32871	0.5756184
5504000	1742.93	522	2346	13018.13	42.9535	5.019312	61.038544	26.64927	3.9642968	6.055601	73.88024	0.489365
5536000	1813.79	523	2346	13093.17	44.46301	5.36249	59.16827	26.354048	3.9612226	7.9786363	108.81442	0.433281
5568000	1756.25	133	2342	13154.31	46.1292	5.615732	62.004047	27.05192	2.9359117	4.413153	57.488304	0.36414176
5600000	1504.69	133	2340	13204.25	49.133583	5.3463354	64.64677	28.897694	3.1693141	4.440015	87.58722	0.38152587
5632000	1613.74	412	2786	13254.08	46.380314	5.2175474	61.33794	30.474794	4.500061	6.6362743	109.20885	0.6453309
5664000	1571.1	586	2357	13303.96	49.001045	5.2914367	63.458786	29.79607	5.9781027	6.946386	67.31513	0.8434379
5696000	1693.54	746	2351	13353.68	54.38089	5.324389	73.948395	39.666496	7.290165	8.968062	118.24711	1.0167325
5728000	1808.98	113	2763	13403.64	60.25217	4.6542654	75.88687	45.79828	6.0966268	8.829269	122.693115	0.8920033
5760000	1931.58	120	2351	13453.48	62.962822	4.0819945	75.210144	49.90736	4.4827766	6.932788	118.754715	0.584963
5792000	1821.47	120	2351	13503.32	63.95781	4.185607	74.98234	48.710045	4.1072345	6.015772	65.36429	0.47473994
5824000	1787.55	120	2352	13552.76	58.389717	5.120687	73.21216	41.434273	3.0877662	4.358776	57.75813	0.41984507
5856000	1483.39	120	2219	13602.33	53.72864	5.4841423	70.7389	34.57113	3.350918	5.377957	72.62921	0.3142331
5888000	1403.87	120	2289	13651.99	51.396164	5.3030796	68.66304	33.142853	5.9954143	8.411771	90.183044	0.56279564
5920000	1585.09	412	2417	13701.94	54.979023	5.249373	70.687744	36.71075	7.5043764	9.517984	92.55117	0.9100078
5952000	1467.66	523	2418	13751.77	56.824947	4.770851	77.46327	42.422035	7.2512727	10.090198	113.202576	1.0386761
5984000	1466.17	379	2352	13801.24	51.81727	5.2446027	68.3802	32.05233	5.9446015	7.766982	86.4782	0.9562667
6016000	1684.96	120	2418	13851.35	47.980896	5.3041253	64.01752	30.648369	4.6304984	5.3281465	60.412247	0.78694534
6048000	1536.79	120	2740	13901.14	47.62873	5.5210376	63.600483	27.204453	4.4274483	5.079564	56.705578	0.62861526
6080000	1762.08	120	2352	13950.63	52.326233	5.6642876	72.59809	34.69919	4.2250676	3.6793113	36.497223	0.8429478
6112000	1726.81	120	2418	14000.55	59.95003	4.970088	73.995766	41.607437	4.7381516	6.3141513	89.73667	0.7676623
6144000	1467.39	120	2346	14050.48	66.09555	4.5239472	80.55073	52.789787	5.0441065	5.982867	76.50668	0.7401663
6176000	1516.72	120	2352	14100.16	71.72892	3.6477711	82.568275	57.100513	4.9571805	6.224877	84.2352	0.6838286
6208000	1582.51	523	2418	14149.83	69.404205	4.1954246	81.96153	51.154312	5.4187117	7.161344	109.769226	0.7917129
6240000	1809.65	120	2417	14199.69	66.90072	4.3087273	79.07789	53.158962	5.133909	6.2910485	72.14072	0.7263711
6272000	1764.89	586	2413	14249.53	63.8446	4.267085	76.83067	48.12734	5.7784133	7.863646	176.58836	0.88652337
6304000	1665.83	120	2411	14299.51	64.63367	4.0486703	77.50176	50.286385	5.5638103	5.4302144	41.638428	0.99892414
